arm,baselineNet,canonicalEntryPrice,day,delaySeconds,direction,entryImprovement,exitReason,ff_0.10,ff_0.25,ff_0.50,ff_1.00,ltfEntryPrice,ltfEntryTime,mae,mfe,net,noFillReason,parentAvailableTime,parentId,partition,stopPts,timeframe,triggered
ARM8_FVG_BREAKDOWN,-19.62,26390.5,2025-12-08,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2025-12-08 12:06:00,OFH13-20251208120600--1,DEV,,30s,FALSE
ARM0_CANONICAL,-14.87,26321.0,2025-12-11,0,-1,-0.0,TIME,AMB,FAV,FAV,FAV,26321.0,2025-12-11 10:46:00,22.0,102.0,-14.87,,2025-12-11 10:46:00,OFH13-20251211104600--1,DEV,31.856250000000003,30s,TRUE
ARM1_RECLAIM,-14.87,26321.0,2025-12-11,,-1,,,,,,,,,,,,NO_TRIGGER,2025-12-11 10:46:00,OFH13-20251211104600--1,DEV,,30s,FALSE
ARM2_PULLBACK_REEXPAND,-14.87,26321.0,2025-12-11,270,-1,-69.0,STOP,AMB,AMB,AMB,FAV,26252.0,2025-12-11 10:50:30,35.25,33.0,-32.726250000000725,,2025-12-11 10:46:00,OFH13-20251211104600--1,DEV,31.856250000000003,30s,TRUE
ARM3_SWEEP_RECLAIM,-14.87,26321.0,2025-12-11,,-1,,,,,,,,,,,,SWEEP_NO_RECLAIM,2025-12-11 10:46:00,OFH13-20251211104600--1,DEV,,30s,FALSE
ARM4_DETECT_CONFIRM,-14.87,26321.0,2025-12-11,,-1,,,,,,,,,,,,INSUFFICIENT DATA - finer tf absent,2025-12-11 10:46:00,OFH13-20251211104600--1,DEV,,30s,FALSE
ARM5_SECOND_PUSH,-14.87,26321.0,2025-12-11,,-1,,,,,,,,,,,,NO_SECOND_PUSH,2025-12-11 10:46:00,OFH13-20251211104600--1,DEV,,30s,FALSE
ARM6_V_RECOVERY,-14.87,26321.0,2025-12-11,810,-1,-26.75,STOP,AMB,AMB,AMB,AMB,26294.25,2025-12-11 10:59:30,36.0,75.0,-32.726250000000725,,2025-12-11 10:46:00,OFH13-20251211104600--1,DEV,31.856250000000003,30s,TRUE
ARM7_COMPRESSION_RELEASE,-14.87,26321.0,2025-12-11,,-1,,,,,,,,,,,,INSUFFICIENT DATA - finer tf absent,2025-12-11 10:46:00,OFH13-20251211104600--1,DEV,,30s,FALSE
ARM8_FVG_BREAKDOWN,-14.87,26321.0,2025-12-11,,-1,,,,,,,,,,,,NO_BREAKDOWN_RECLAIM,2025-12-11 10:46:00,OFH13-20251211104600--1,DEV,,30s,FALSE
ARM0_CANONICAL,-34.4325,25899.5,2025-12-18,0,1,0.0,STOP,AMB,AMB,ADV,ADV,25899.5,2025-12-18 10:40:00,36.75,12.5,-34.4325,,2025-12-18 10:40:00,OFH13-20251218104000-+1,DEV,33.5625,30s,TRUE
ARM1_RECLAIM,-34.4325,25899.5,2025-12-18,,1,,,,,,,,,,,,NO_TRIGGER,2025-12-18 10:40:00,OFH13-20251218104000-+1,DEV,,30s,FALSE
ARM2_PULLBACK_REEXPAND,-34.4325,25899.5,2025-12-18,60,1,7.25,STOP,AMB,AMB,FAV,ADV,25892.25,2025-12-18 10:41:00,36.25,34.75,-34.4325,,2025-12-18 10:40:00,OFH13-20251218104000-+1,DEV,33.5625,30s,TRUE
ARM3_SWEEP_RECLAIM,-34.4325,25899.5,2025-12-18,,1,,,,,,,,,,,,SWEEP_NO_RECLAIM,2025-12-18 10:40:00,OFH13-20251218104000-+1,DEV,,30s,FALSE
ARM4_DETECT_CONFIRM,-34.4325,25899.5,2025-12-18,,1,,,,,,,,,,,,INSUFFICIENT DATA - finer tf absent,2025-12-18 10:40:00,OFH13-20251218104000-+1,DEV,,30s,FALSE
ARM5_SECOND_PUSH,-34.4325,25899.5,2025-12-18,360,1,7.25,STOP,AMB,ADV,ADV,ADV,25892.25,2025-12-18 10:46:00,36.25,34.75,-34.4325,,2025-12-18 10:40:00,OFH13-20251218104000-+1,DEV,33.5625,30s,TRUE
ARM6_V_RECOVERY,-34.4325,25899.5,2025-12-18,360,1,7.25,STOP,AMB,ADV,ADV,ADV,25892.25,2025-12-18 10:46:00,36.25,34.75,-34.4325,,2025-12-18 10:40:00,OFH13-20251218104000-+1,DEV,33.5625,30s,TRUE
ARM7_COMPRESSION_RELEASE,-34.4325,25899.5,2025-12-18,,1,,,,,,,,,,,,INSUFFICIENT DATA - finer tf absent,2025-12-18 10:40:00,OFH13-20251218104000-+1,DEV,,30s,FALSE
ARM8_FVG_BREAKDOWN,-34.4325,25899.5,2025-12-18,,1,,,,,,,,,,,,NO_BREAKDOWN_RECLAIM,2025-12-18 10:40:00,OFH13-20251218104000-+1,DEV,,30s,FALSE
ARM0_CANONICAL,-24.21375,26361.5,2025-12-26,0,-1,-0.0,STOP,AMB,AMB,ADV,ADV,26361.5,2025-12-26 10:04:00,30.5,17.25,-24.21375,,2025-12-26 10:04:00,OFH13-20251226100400--1,DEV,23.34375,30s,TRUE
ARM1_RECLAIM,-24.21375,26361.5,2025-12-26,,-1,,,,,,,,,,,,NO_TRIGGER,2025-12-26 10:04:00,OFH13-20251226100400--1,DEV,,30s,FALSE
ARM2_PULLBACK_REEXPAND,-24.21375,26361.5,2025-12-26,60,-1,9.25,STOP,AMB,ADV,ADV,FAV,26370.75,2025-12-26 10:05:00,25.75,26.5,-24.21375,,2025-12-26 10:04:00,OFH13-20251226100400--1,DEV,23.34375,30s,TRUE
ARM3_SWEEP_RECLAIM,-24.21375,26361.5,2025-12-26,,-1,,,,,,,,,,,,NO_SWEEP,2025-12-26 10:04:00,OFH13-20251226100400--1,DEV,,30s,FALSE
ARM4_DETECT_CONFIRM,-24.21375,26361.5,2025-12-26,,-1,,,,,,,,,,,,INSUFFICIENT DATA - finer tf absent,2025-12-26 10:04:00,OFH13-20251226100400--1,DEV,,30s,FALSE
ARM5_SECOND_PUSH,-24.21375,26361.5,2025-12-26,,-1,,,,,,,,,,,,NO_RECLAIM_AFTER_PUSH2,2025-12-26 10:04:00,OFH13-20251226100400--1,DEV,,30s,FALSE
ARM6_V_RECOVERY,-24.21375,26361.5,2025-12-26,,-1,,,,,,,,,,,,NO_TRIGGER,2025-12-26 10:04:00,OFH13-20251226100400--1,DEV,,30s,FALSE
ARM7_COMPRESSION_RELEASE,-24.21375,26361.5,2025-12-26,,-1,,,,,,,,,,,,INSUFFICIENT DATA - finer tf absent,2025-12-26 10:04:00,OFH13-20251226100400--1,DEV,,30s,FALSE
ARM8_FVG_BREAKDOWN,-24.21375,26361.5,2025-12-26,,-1,,,,,,,,,,,,NO_BREAKDOWN_RECLAIM,2025-12-26 10:04:00,OFH13-20251226100400--1,DEV,,30s,FALSE
ARM0_CANONICAL,-18.3075,26089.25,2026-01-05,0,-1,-0.0,STOP,AMB,FAV,FAV,ADV,26089.25,2026-01-05 13:22:00,20.75,7.25,-18.3075,,2026-01-05 13:22:00,OFH13-20260105132200--1,DEV,17.4375,30s,TRUE
ARM1_RECLAIM,-18.3075,26089.25,2026-01-05,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-05 13:22:00,OFH13-20260105132200--1,DEV,,30s,FALSE
ARM2_PULLBACK_REEXPAND,-18.3075,26089.25,2026-01-05,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-05 13:22:00,OFH13-20260105132200--1,DEV,,30s,FALSE
ARM3_SWEEP_RECLAIM,-18.3075,26089.25,2026-01-05,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-05 13:22:00,OFH13-20260105132200--1,DEV,,30s,FALSE
ARM4_DETECT_CONFIRM,-18.3075,26089.25,2026-01-05,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-05 13:22:00,OFH13-20260105132200--1,DEV,,30s,FALSE
ARM5_SECOND_PUSH,-18.3075,26089.25,2026-01-05,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-05 13:22:00,OFH13-20260105132200--1,DEV,,30s,FALSE
ARM6_V_RECOVERY,-18.3075,26089.25,2026-01-05,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-05 13:22:00,OFH13-20260105132200--1,DEV,,30s,FALSE
ARM7_COMPRESSION_RELEASE,-18.3075,26089.25,2026-01-05,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-05 13:22:00,OFH13-20260105132200--1,DEV,,30s,FALSE
ARM8_FVG_BREAKDOWN,-18.3075,26089.25,2026-01-05,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-05 13:22:00,OFH13-20260105132200--1,DEV,,30s,FALSE
ARM0_CANONICAL,-27.19500000000073,26145.0,2026-01-08,0,-1,-0.0,STOP,ADV,ADV,ADV,ADV,26145.0,2026-01-08 10:39:00,34.5,0.5,-27.19500000000073,,2026-01-08 10:39:00,OFH13-20260108103900--1,DEV,26.325000000000003,30s,TRUE
ARM1_RECLAIM,-27.19500000000073,26145.0,2026-01-08,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-08 10:39:00,OFH13-20260108103900--1,DEV,,30s,FALSE
ARM2_PULLBACK_REEXPAND,-27.19500000000073,26145.0,2026-01-08,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-08 10:39:00,OFH13-20260108103900--1,DEV,,30s,FALSE
ARM3_SWEEP_RECLAIM,-27.19500000000073,26145.0,2026-01-08,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-08 10:39:00,OFH13-20260108103900--1,DEV,,30s,FALSE
ARM4_DETECT_CONFIRM,-27.19500000000073,26145.0,2026-01-08,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-08 10:39:00,OFH13-20260108103900--1,DEV,,30s,FALSE
ARM5_SECOND_PUSH,-27.19500000000073,26145.0,2026-01-08,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-08 10:39:00,OFH13-20260108103900--1,DEV,,30s,FALSE
ARM6_V_RECOVERY,-27.19500000000073,26145.0,2026-01-08,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-08 10:39:00,OFH13-20260108103900--1,DEV,,30s,FALSE
ARM7_COMPRESSION_RELEASE,-27.19500000000073,26145.0,2026-01-08,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-08 10:39:00,OFH13-20260108103900--1,DEV,,30s,FALSE
ARM8_FVG_BREAKDOWN,-27.19500000000073,26145.0,2026-01-08,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-08 10:39:00,OFH13-20260108103900--1,DEV,,30s,FALSE
ARM0_CANONICAL,39.88,26439.5,2026-01-13,0,-1,-0.0,TIME,AMB,ADV,ADV,ADV,26439.5,2026-01-13 10:05:00,28.25,123.5,39.88,,2026-01-13 10:05:00,OFH13-20260113100500--1,DEV,41.325,30s,TRUE
ARM1_RECLAIM,39.88,26439.5,2026-01-13,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-13 10:05:00,OFH13-20260113100500--1,DEV,,30s,FALSE
ARM2_PULLBACK_REEXPAND,39.88,26439.5,2026-01-13,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-13 10:05:00,OFH13-20260113100500--1,DEV,,30s,FALSE
ARM3_SWEEP_RECLAIM,39.88,26439.5,2026-01-13,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-13 10:05:00,OFH13-20260113100500--1,DEV,,30s,FALSE
ARM4_DETECT_CONFIRM,39.88,26439.5,2026-01-13,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-13 10:05:00,OFH13-20260113100500--1,DEV,,30s,FALSE
ARM5_SECOND_PUSH,39.88,26439.5,2026-01-13,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-13 10:05:00,OFH13-20260113100500--1,DEV,,30s,FALSE
ARM6_V_RECOVERY,39.88,26439.5,2026-01-13,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-13 10:05:00,OFH13-20260113100500--1,DEV,,30s,FALSE
ARM7_COMPRESSION_RELEASE,39.88,26439.5,2026-01-13,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-13 10:05:00,OFH13-20260113100500--1,DEV,,30s,FALSE
ARM8_FVG_BREAKDOWN,39.88,26439.5,2026-01-13,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-13 10:05:00,OFH13-20260113100500--1,DEV,,30s,FALSE
ARM0_CANONICAL,-35.33250000000145,25994.75,2026-01-14,0,-1,-0.0,STOP,AMB,AMB,FAV,ADV,25994.75,2026-01-14 10:51:00,46.75,15.25,-35.33250000000145,,2026-01-14 10:51:00,OFH13-20260114105100--1,DEV,34.462500000000006,30s,TRUE
ARM1_RECLAIM,-35.33250000000145,25994.75,2026-01-14,,-1,,,,,,,,,,,,NO_TRIGGER,2026-01-14 10:51:00,OFH13-20260114105100--1,DEV,,30s,FALSE
ARM2_PULLBACK_REEXPAND,-35.33250000000145,25994.75,2026-01-14,180,-1,5.0,STOP,AMB,AMB,ADV,ADV,25999.75,2026-01-14 10:54:00,41.75,6.75,-35.33250000000145,,2026-01-14 10:51:00,OFH13-20260114105100--1,DEV,34.462500000000006,30s,TRUE
ARM3_SWEEP_RECLAIM,-35.33250000000145,25994.75,2026-01-14,300,-1,9.25,STOP,AMB,AMB,ADV,ADV,26004.0,2026-01-14 10:56:00,37.5,10.25,-35.33250000000145,,2026-01-14 10:51:00,OFH13-20260114105100--1,DEV,34.462500000000006,30s,TRUE
ARM4_DETECT_CONFIRM,-35.33250000000145,25994.75,2026-01-14,,-1,,,,,,,,,,,,INSUFFICIENT DATA - finer tf absent,2026-01-14 10:51:00,OFH13-20260114105100--1,DEV,,30s,FALSE
ARM5_SECOND_PUSH,-35.33250000000145,25994.75,2026-01-14,,-1,,,,,,,,,,,,NO_SECOND_PUSH,2026-01-14 10:51:00,OFH13-20260114105100--1,DEV,,30s,FALSE
ARM6_V_RECOVERY,-35.33250000000145,25994.75,2026-01-14,300,-1,9.25,STOP,AMB,AMB,ADV,ADV,26004.0,2026-01-14 10:56:00,37.5,10.25,-35.33250000000145,,2026-01-14 10:51:00,OFH13-20260114105100--1,DEV,34.462500000000006,30s,TRUE
ARM7_COMPRESSION_RELEASE,-35.33250000000145,25994.75,2026-01-14,,-1,,,,,,,,,,,,INSUFFICIENT DATA - finer tf absent,2026-01-14 10:51:00,OFH13-20260114105100--1,DEV,,30s,FALSE
ARM8_FVG_BREAKDOWN,-35.33250000000145,25994.75,2026-01-14,,-1,,,,,,,,,,,,NO_BREAKDOWN_RECLAIM,2026-01-14 10:51:00,OFH13-20260114105100--1,DEV,,30s,FALSE
ARM0_CANONICAL,127.88,25906.0,2026-01-20,0,-1,-0.0,TIME,AMB,FAV,FAV,FAV,25906.0,2026-01-20 11:51:00,18.0,133.25,127.88,,2026-01-20 11:51:00,OFH13-20260120115100--1,DEV,28.03125,30s,TRUE
ARM1_RECLAIM,127.88,25906.0,2026-01-20,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-20 11:51:00,OFH13-20260120115100--1,DEV,,30s,FALSE
ARM2_PULLBACK_REEXPAND,127.88,25906.0,2026-01-20,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-20 11:51:00,OFH13-20260120115100--1,DEV,,30s,FALSE
ARM3_SWEEP_RECLAIM,127.88,25906.0,2026-01-20,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-20 11:51:00,OFH13-20260120115100--1,DEV,,30s,FALSE
ARM4_DETECT_CONFIRM,127.88,25906.0,2026-01-20,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-20 11:51:00,OFH13-20260120115100--1,DEV,,30s,FALSE
ARM5_SECOND_PUSH,127.88,25906.0,2026-01-20,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-20 11:51:00,OFH13-20260120115100--1,DEV,,30s,FALSE
ARM6_V_RECOVERY,127.88,25906.0,2026-01-20,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-20 11:51:00,OFH13-20260120115100--1,DEV,,30s,FALSE
ARM7_COMPRESSION_RELEASE,127.88,25906.0,2026-01-20,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-20 11:51:00,OFH13-20260120115100--1,DEV,,30s,FALSE
ARM8_FVG_BREAKDOWN,127.88,25906.0,2026-01-20,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-20 11:51:00,OFH13-20260120115100--1,DEV,,30s,FALSE
ARM0_CANONICAL,-33.02625,25677.0,2026-01-21,0,-1,-0.0,STOP,ADV,ADV,ADV,ADV,25677.0,2026-01-21 12:17:00,46.75,2.0,-33.02625,,2026-01-21 12:17:00,OFH13-20260121121700--1,DEV,32.15625,30s,TRUE
ARM1_RECLAIM,-33.02625,25677.0,2026-01-21,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-21 12:17:00,OFH13-20260121121700--1,DEV,,30s,FALSE
ARM2_PULLBACK_REEXPAND,-33.02625,25677.0,2026-01-21,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-21 12:17:00,OFH13-20260121121700--1,DEV,,30s,FALSE
ARM3_SWEEP_RECLAIM,-33.02625,25677.0,2026-01-21,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-21 12:17:00,OFH13-20260121121700--1,DEV,,30s,FALSE
ARM4_DETECT_CONFIRM,-33.02625,25677.0,2026-01-21,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-21 12:17:00,OFH13-20260121121700--1,DEV,,30s,FALSE
ARM5_SECOND_PUSH,-33.02625,25677.0,2026-01-21,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-21 12:17:00,OFH13-20260121121700--1,DEV,,30s,FALSE
ARM6_V_RECOVERY,-33.02625,25677.0,2026-01-21,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-21 12:17:00,OFH13-20260121121700--1,DEV,,30s,FALSE
ARM7_COMPRESSION_RELEASE,-33.02625,25677.0,2026-01-21,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-21 12:17:00,OFH13-20260121121700--1,DEV,,30s,FALSE
ARM8_FVG_BREAKDOWN,-33.02625,25677.0,2026-01-21,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-21 12:17:00,OFH13-20260121121700--1,DEV,,30s,FALSE
ARM0_CANONICAL,-21.85125000000073,26380.0,2026-01-26,0,1,0.0,STOP,ADV,ADV,ADV,ADV,26380.0,2026-01-26 10:26:00,26.0,0.75,-21.85125000000073,,2026-01-26 10:26:00,OFH13-20260126102600-+1,DEV,20.981250000000003,30s,TRUE
ARM1_RECLAIM,-21.85125000000073,26380.0,2026-01-26,,1,,,,,,,,,,,,NO_TRIGGER,2026-01-26 10:26:00,OFH13-20260126102600-+1,DEV,,30s,FALSE
ARM2_PULLBACK_REEXPAND,-21.85125000000073,26380.0,2026-01-26,,1,,,,,,,,,,,,NO_TRIGGER,2026-01-26 10:26:00,OFH13-20260126102600-+1,DEV,,30s,FALSE
ARM3_SWEEP_RECLAIM,-21.85125000000073,26380.0,2026-01-26,,1,,,,,,,,,,,,NO_SWEEP,2026-01-26 10:26:00,OFH13-20260126102600-+1,DEV,,30s,FALSE
ARM4_DETECT_CONFIRM,-21.85125000000073,26380.0,2026-01-26,,1,,,,,,,,,,,,INSUFFICIENT DATA - finer tf absent,2026-01-26 10:26:00,OFH13-20260126102600-+1,DEV,,30s,FALSE
ARM5_SECOND_PUSH,-21.85125000000073,26380.0,2026-01-26,,1,,,,,,,,,,,,NO_SECOND_PUSH,2026-01-26 10:26:00,OFH13-20260126102600-+1,DEV,,30s,FALSE
ARM6_V_RECOVERY,-21.85125000000073,26380.0,2026-01-26,,1,,,,,,,,,,,,NO_TRIGGER,2026-01-26 10:26:00,OFH13-20260126102600-+1,DEV,,30s,FALSE
ARM7_COMPRESSION_RELEASE,-21.85125000000073,26380.0,2026-01-26,,1,,,,,,,,,,,,INSUFFICIENT DATA - finer tf absent,2026-01-26 10:26:00,OFH13-20260126102600-+1,DEV,,30s,FALSE
ARM8_FVG_BREAKDOWN,-21.85125000000073,26380.0,2026-01-26,,1,,,,,,,,,,,,NO_BREAKDOWN_RECLAIM,2026-01-26 10:26:00,OFH13-20260126102600-+1,DEV,,30s,FALSE
ARM0_CANONICAL,36.88,26570.25,2026-01-27,0,1,0.0,TIME,AMB,FAV,ADV,ADV,26570.25,2026-01-27 10:12:00,22.5,39.75,36.88,,2026-01-27 10:12:00,OFH13-20260127101200-+1,DEV,25.331249999999997,30s,TRUE
ARM1_RECLAIM,36.88,26570.25,2026-01-27,420,1,-7.25,STOP,ADV,ADV,ADV,ADV,26577.5,2026-01-27 10:19:00,29.75,7.5,-26.201249999999273,,2026-01-27 10:12:00,OFH13-20260127101200-+1,DEV,25.331249999999997,30s,TRUE
ARM2_PULLBACK_REEXPAND,36.88,26570.25,2026-01-27,120,1,0.5,TIME,AMB,ADV,FAV,ADV,26569.75,2026-01-27 10:14:00,22.0,40.25,35.38,,2026-01-27 10:12:00,OFH13-20260127101200-+1,DEV,25.331249999999997,30s,TRUE
ARM3_SWEEP_RECLAIM,36.88,26570.25,2026-01-27,,1,,,,,,,,,,,,SWEEP_NO_RECLAIM,2026-01-27 10:12:00,OFH13-20260127101200-+1,DEV,,30s,FALSE
ARM4_DETECT_CONFIRM,36.88,26570.25,2026-01-27,,1,,,,,,,,,,,,INSUFFICIENT DATA - finer tf absent,2026-01-27 10:12:00,OFH13-20260127101200-+1,DEV,,30s,FALSE
ARM5_SECOND_PUSH,36.88,26570.25,2026-01-27,,1,,,,,,,,,,,,NO_RECLAIM_AFTER_PUSH2,2026-01-27 10:12:00,OFH13-20260127101200-+1,DEV,,30s,FALSE
ARM6_V_RECOVERY,36.88,26570.25,2026-01-27,180,1,0.5,TIME,AMB,AMB,FAV,ADV,26569.75,2026-01-27 10:15:00,22.0,40.25,37.38,,2026-01-27 10:12:00,OFH13-20260127101200-+1,DEV,25.331249999999997,30s,TRUE
ARM7_COMPRESSION_RELEASE,36.88,26570.25,2026-01-27,,1,,,,,,,,,,,,INSUFFICIENT DATA - finer tf absent,2026-01-27 10:12:00,OFH13-20260127101200-+1,DEV,,30s,FALSE
ARM8_FVG_BREAKDOWN,36.88,26570.25,2026-01-27,,1,,,,,,,,,,,,NO_BREAKDOWN_RECLAIM,2026-01-27 10:12:00,OFH13-20260127101200-+1,DEV,,30s,FALSE
ARM0_CANONICAL,-29.107499999999273,26309.0,2026-01-29,0,1,0.0,STOP,AMB,AMB,FAV,FAV,26309.0,2026-01-29 12:17:00,34.0,79.75,-29.107499999999273,,2026-01-29 12:17:00,OFH13-20260129121700-+1,DEV,28.237499999999997,30s,TRUE
ARM1_RECLAIM,-29.107499999999273,26309.0,2026-01-29,,1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-29 12:17:00,OFH13-20260129121700-+1,DEV,,30s,FALSE
ARM2_PULLBACK_REEXPAND,-29.107499999999273,26309.0,2026-01-29,,1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-29 12:17:00,OFH13-20260129121700-+1,DEV,,30s,FALSE
ARM3_SWEEP_RECLAIM,-29.107499999999273,26309.0,2026-01-29,,1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-29 12:17:00,OFH13-20260129121700-+1,DEV,,30s,FALSE
ARM4_DETECT_CONFIRM,-29.107499999999273,26309.0,2026-01-29,,1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-29 12:17:00,OFH13-20260129121700-+1,DEV,,30s,FALSE
ARM5_SECOND_PUSH,-29.107499999999273,26309.0,2026-01-29,,1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-29 12:17:00,OFH13-20260129121700-+1,DEV,,30s,FALSE
ARM6_V_RECOVERY,-29.107499999999273,26309.0,2026-01-29,,1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-29 12:17:00,OFH13-20260129121700-+1,DEV,,30s,FALSE
ARM7_COMPRESSION_RELEASE,-29.107499999999273,26309.0,2026-01-29,,1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-29 12:17:00,OFH13-20260129121700-+1,DEV,,30s,FALSE
ARM8_FVG_BREAKDOWN,-29.107499999999273,26309.0,2026-01-29,,1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-29 12:17:00,OFH13-20260129121700-+1,DEV,,30s,FALSE
ARM0_CANONICAL,-41.14500000000145,26303.25,2026-01-30,0,-1,-0.0,STOP,AMB,AMB,FAV,ADV,26303.25,2026-01-30 10:32:00,90.0,13.75,-41.14500000000145,,2026-01-30 10:32:00,OFH13-20260130103200--1,DEV,40.275000000000006,30s,TRUE
ARM1_RECLAIM,-41.14500000000145,26303.25,2026-01-30,,-1,,,,,,,,,,,,NO_TRIGGER,2026-01-30 10:32:00,OFH13-20260130103200--1,DEV,,30s,FALSE
ARM2_PULLBACK_REEXPAND,-41.14500000000145,26303.25,2026-01-30,60,-1,-1.25,STOP,AMB,AMB,ADV,ADV,26302.0,2026-01-30 10:33:00,91.25,12.5,-41.14500000000145,,2026-01-30 10:32:00,OFH13-20260130103200--1,DEV,40.275000000000006,30s,TRUE
ARM3_SWEEP_RECLAIM,-41.14500000000145,26303.25,2026-01-30,,-1,,,,,,,,,,,,SWEEP_NO_RECLAIM,2026-01-30 10:32:00,OFH13-20260130103200--1,DEV,,30s,FALSE
ARM4_DETECT_CONFIRM,-41.14500000000145,26303.25,2026-01-30,,-1,,,,,,,,,,,,INSUFFICIENT DATA - finer tf absent,2026-01-30 10:32:00,OFH13-20260130103200--1,DEV,,30s,FALSE
ARM5_SECOND_PUSH,-41.14500000000145,26303.25,2026-01-30,120,-1,-6.75,STOP,ADV,ADV,ADV,ADV,26296.5,2026-01-30 10:34:00,96.75,0.0,-41.14500000000145,,2026-01-30 10:32:00,OFH13-20260130103200--1,DEV,40.275000000000006,30s,TRUE
ARM6_V_RECOVERY,-41.14500000000145,26303.25,2026-01-30,,-1,,,,,,,,,,,,NO_TRIGGER,2026-01-30 10:32:00,OFH13-20260130103200--1,DEV,,30s,FALSE
ARM7_COMPRESSION_RELEASE,-41.14500000000145,26303.25,2026-01-30,,-1,,,,,,,,,,,,INSUFFICIENT DATA - finer tf absent,2026-01-30 10:32:00,OFH13-20260130103200--1,DEV,,30s,FALSE
ARM8_FVG_BREAKDOWN,-41.14500000000145,26303.25,2026-01-30,,-1,,,,,,,,,,,,NO_BREAKDOWN_RECLAIM,2026-01-30 10:32:00,OFH13-20260130103200--1,DEV,,30s,FALSE
ARM0_CANONICAL,-32.96999999999854,26108.0,2026-01-30,0,-1,-0.0,STOP,AMB,ADV,ADV,ADV,26108.0,2026-01-30 13:24:00,45.25,3.0,-32.96999999999854,,2026-01-30 13:24:00,OFH13-20260130132400--1,DEV,32.099999999999994,30s,TRUE
ARM1_RECLAIM,-32.96999999999854,26108.0,2026-01-30,,-1,,,,,,,,,,,,NO_LTF_BARS_IN_WINDOW,2026-01-30 13:24:00,OFH13-20260130132400--1,DEV,,30s,FALSE
