strategy,tool,state,n,ev,evR,wr,pf,medR,aw,al,mfe,mae,ratio,ff25,stop,tmfe,reach,maxw,maxl,winMFE,winMFE95
A8_OPEN_DRIVE,RANGE,HIGH,133,4.64640037593983,0.03800289853594349,24.81203007518797,1.146141942235185,-1.0187172246873737,146.86484848484858,-42.28568749999995,2.173228346456693,2.068965517241379,1.0503937007874018,52.17391304347826,73.6842105263158,19,"{0.25: 64.66165413533835, 0.5: 53.38345864661654, 1: 39.849624060150376, 1.5: 33.08270676691729, 2: 27.06766917293233, 3: 21.05263157894737, 4: 12.030075187969924, 5: 6.7669172932330826}",332.88,-86.48249999999928,5.444162436548224,11.285420944558522
A8_OPEN_DRIVE,VOLUME,LOW,6,-17.949166666666425,-0.502265739592373,33.333333333333336,0.15503511043113433,-1.0280969067434227,9.88,-31.863749999999637,1.3612836438923395,2.5471442138108804,0.5344352457592775,25.0,66.66666666666667,12.0,"{0.25: 83.33333333333333, 0.5: 66.66666666666667, 1: 50.0, 1.5: 33.333333333333336, 2: 16.666666666666668, 3: 0.0, 4: 0.0, 5: 0.0}",12.88,-86.48249999999928,2.195634478243174,nan
A8_OPEN_DRIVE,VOLUME,MEDIUM,9,57.85500000000016,0.9342170951471203,55.55555555555556,5.789982061542784,0.9255696202531646,125.88,-27.176249999999637,4.843881856540085,1.2827004219409284,3.776315789473684,50.0,44.44444444444444,37,"{0.25: 77.77777777777777, 0.5: 77.77777777777777, 1: 66.66666666666667, 1.5: 66.66666666666667, 2: 66.66666666666667, 3: 55.55555555555556, 4: 11.11111111111111, 5: 0.0}",194.13,-32.10749999999927,5.769004124926341,nan
A8_OPEN_DRIVE,VOLUME,HIGH,213,4.634958920187761,0.13007402927117728,27.699530516431924,1.1484821133645895,-1.0177166857579225,129.4266101694916,-43.1748295454545,2.4905023216547066,1.9594594594594594,1.2710149779479192,53.888888888888886,71.36150234741784,20,"{0.25: 69.48356807511738, 0.5: 57.27699530516432, 1: 43.66197183098591, 1.5: 36.61971830985915, 2: 30.516431924882628, 3: 19.718309859154928, 4: 13.145539906103286, 5: 7.511737089201878}",332.88,-82.50750000000073,5.444162436548224,11.122112211221122
A9_OVN_RECLAIM,RANGE,LOW,11,2.9322727272724607,0.1857094071840276,36.36363636363637,1.104127322324978,-1.0169404892296456,85.505,-44.25214285714327,2.8798586572438163,2.320075757575758,1.2412778538977427,60.0,63.63636363636363,16,"{0.25: 72.72727272727273, 0.5: 63.63636363636363, 1: 45.45454545454545, 1.5: 36.36363636363637, 2: 27.272727272727273, 3: 27.272727272727273, 4: 9.090909090909092, 5: 0.0}",168.38,-86.52000000000146,5.168762274097681,nan
A9_OVN_RECLAIM,RANGE,MEDIUM,39,11.814134615384745,0.05453897181990933,30.76923076923077,1.5207354131613275,-1.0203063457330415,112.13,-32.77069444444425,2.2801302931596092,3.409090909090909,0.6688382193268188,51.42857142857143,69.23076923076923,21,"{0.25: 69.23076923076923, 0.5: 61.53846153846154, 1: 53.84615384615385, 1.5: 33.333333333333336, 2: 28.205128205128204, 3: 15.384615384615385, 4: 12.820512820512821, 5: 7.6923076923076925}",250.88,-67.67625000000146,4.183476904578725,nan
A9_OVN_RECLAIM,RANGE,HIGH,137,10.620967153284646,0.36469785822115325,28.467153284671532,1.4279313491150267,-1.021773815110277,124.49538461538468,-34.69640306122453,3.3105022831050226,2.2447102115915363,1.474801631858672,48.97959183673469,70.8029197080292,28,"{0.25: 66.42335766423358, 0.5: 60.583941605839414, 1: 48.90510948905109, 1.5: 42.33576642335766, 2: 34.306569343065696, 3: 22.62773722627737, 4: 16.78832116788321, 5: 10.94890510948905}",324.38,-99.41999999999928,6.5222348916761685,19.280169371912493
A9_OVN_RECLAIM,VOLUME,LOW,2,-42.07000000000073,-0.3760815191339101,50.0,0.027508090614886266,-0.3760815191339101,2.38,-86.52000000000146,2.5527351814674013,1.4566336337619066,1.7524895226225825,100.0,50.0,45.0,"{0.25: 100.0, 0.5: 50.0, 1: 50.0, 1.5: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",2.38,-86.52000000000146,1.8699186991869918,nan
A9_OVN_RECLAIM,VOLUME,MEDIUM,9,-11.646388888888806,-0.6128770082519154,22.22222222222222,0.5109470319954292,-1.0250000000000004,54.754999999999995,-30.61821428571418,2.3208191126279862,2.4581650317368724,0.9441266484000704,57.142857142857146,77.77777777777777,12,"{0.25: 66.66666666666667, 0.5: 55.55555555555556, 1: 22.22222222222222, 1.5: 22.22222222222222, 2: 11.11111111111111, 3: 11.11111111111111, 4: 0.0, 5: 0.0}",92.38,-52.226250000000725,3.9294849685763324,nan
A9_OVN_RECLAIM,VOLUME,HIGH,176,12.142251420454555,0.3431902617547376,29.545454545454547,1.4976826535094692,-1.021250688504151,123.67326923076931,-34.62882056451612,3.074667288445672,2.3772639706003997,1.2933638529292717,49.25373134328358,69.88636363636364,26.5,"{0.25: 67.04545454545455, 0.5: 61.36363636363637, 1: 51.13636363636363, 1.5: 41.47727272727273, 2: 34.09090909090909, 3: 22.15909090909091, 4: 16.477272727272727, 5: 10.227272727272727}",324.38,-99.41999999999928,5.603414959482517,17.3015873015873
