timestampET,instrument,contract,timeframe,open,high,low,close,volume,bidVolume,askVolume,delta,deltaPercent,parentCandidate,parentEventId,parentDirection,parentAvailableTime,parentEntryTime,parentEntryPrice,parentATR,fvgLow,fvgHigh,structuralInvalidation,parentStillValid,engineVersion
2025-11-12 09:30:00,MNQ,,1m,26544,26545,26537,26541.5,1544,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:30:00,MNQ,,30s,26538.5,26545,26538.5,26541.5,881,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:30:30,MNQ,,30s,26541.75,26543.75,26515.25,26519.25,6180,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:31:00,MNQ,,1m,26541.75,26543.75,26498.25,26499,10665,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:31:00,MNQ,,30s,26519.75,26522.5,26498.25,26499,4485,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:31:30,MNQ,,30s,26499.25,26502,26476.75,26478,6963,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:32:00,MNQ,,1m,26499.25,26502,26456.25,26466,12928,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:32:00,MNQ,,30s,26478.5,26480.75,26456.25,26466,5965,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:32:30,MNQ,,30s,26465.5,26468.25,26455.25,26457.5,4482,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:33:00,MNQ,,1m,26465.5,26468.75,26447.75,26468.75,9358,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:33:00,MNQ,,30s,26458,26468.75,26447.75,26468.75,4876,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:33:30,MNQ,,30s,26468.5,26476.5,26463.25,26472.75,5550,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:34:00,MNQ,,1m,26468.5,26476.5,26450.25,26459,9296,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:34:00,MNQ,,30s,26472.25,26473,26450.25,26459,3746,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:34:30,MNQ,,30s,26458,26458.5,26437.25,26449.75,5259,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:35:00,MNQ,,1m,26458,26458.5,26437.25,26441.5,7927,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:35:00,MNQ,,30s,26449.75,26454.25,26437.75,26441.5,2668,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:35:30,MNQ,,30s,26441.75,26451.25,26435.5,26446.5,4365,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:36:00,MNQ,,1m,26441.75,26467.75,26435.5,26454.75,8904,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:36:00,MNQ,,30s,26446.5,26467.75,26445.25,26454.75,4539,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:36:30,MNQ,,30s,26454.75,26459.75,26446.25,26452,2591,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:37:00,MNQ,,1m,26454.75,26459.75,26446.25,26448.75,4470,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:37:00,MNQ,,30s,26451.75,26458.25,26447.5,26448.75,1879,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:37:30,MNQ,,30s,26448.75,26457,26440.75,26448.25,3215,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:38:00,MNQ,,1m,26448.75,26457,26433,26442.75,6871,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:38:00,MNQ,,30s,26448.5,26448.75,26433,26442.75,3656,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:38:30,MNQ,,30s,26443,26452,26440.75,26445.25,2403,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:39:00,MNQ,,1m,26443,26452,26440.75,26445.5,4059,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:39:00,MNQ,,30s,26445.75,26451.75,26441.25,26445.5,1656,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:39:30,MNQ,,30s,26444.75,26458.25,26444.5,26451.5,2597,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-11-12 09:40:00,MNQ,,1m,26444.75,26458.25,26437,26446,5521,,,,,,,,,,,,,,,,GENUINE-PH2-30S
