timestampET,instrument,contract,timeframe,open,high,low,close,volume,bidVolume,askVolume,delta,deltaPercent,parentCandidate,parentEventId,parentDirection,parentAvailableTime,parentEntryTime,parentEntryPrice,parentATR,fvgLow,fvgHigh,structuralInvalidation,parentStillValid,engineVersion
2025-12-16 09:30:00,MNQ,,1m,25737,25747,25735.75,25741.5,2314,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:30:00,MNQ,,30s,25738.5,25747,25737.5,25741.5,1416,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:30:30,MNQ,,30s,25741.75,25793.75,25719.75,25785.5,7450,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:31:00,MNQ,,1m,25741.75,25816.5,25719.75,25802,11922,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:31:00,MNQ,,30s,25786.25,25816.5,25783.5,25802,4472,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:31:30,MNQ,,30s,25800.5,25813.75,25774.5,25798.75,4912,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:32:00,MNQ,,1m,25800.5,25829.5,25774.5,25824.25,9380,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:32:00,MNQ,,30s,25799,25829.5,25795.5,25824.25,4468,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:32:30,MNQ,,30s,25824,25828.75,25801.75,25819,4220,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:33:00,MNQ,,1m,25824,25828.75,25781.5,25785.25,7486,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:33:00,MNQ,,30s,25819,25822,25781.5,25785.25,3266,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:33:30,MNQ,,30s,25785.25,25808,25776.25,25806.25,3620,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:34:00,MNQ,,1m,25785.25,25808,25770,25806.25,7927,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:34:00,MNQ,,30s,25806.25,25807,25770,25806.25,4307,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:34:30,MNQ,,30s,25806.5,25812.25,25787,25792.5,3379,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:35:00,MNQ,,1m,25806.5,25812.25,25781.25,25793.75,6125,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:35:00,MNQ,,30s,25792.75,25806,25781.25,25793.75,2746,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:35:30,MNQ,,30s,25794.75,25807,25791,25798.75,2438,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:36:00,MNQ,,1m,25794.75,25807,25779.25,25779.75,4602,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-16 09:36:00,MNQ,,30s,25797.75,25804.25,25779.25,25779.75,2164,,,,,,,,,,,,,,,,GENUINE-PH2-30S
