timestampET,instrument,contract,timeframe,open,high,low,close,volume,bidVolume,askVolume,delta,deltaPercent,parentCandidate,parentEventId,parentDirection,parentAvailableTime,parentEntryTime,parentEntryPrice,parentATR,fvgLow,fvgHigh,structuralInvalidation,parentStillValid,engineVersion
2025-12-19 09:30:00,MNQ,,1m,25872.5,25886,25863.75,25875,5163,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:30:00,MNQ,,30s,25866.25,25886,25863.75,25875,3625,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:30:30,MNQ,,30s,25874.75,25903,25866.25,25901,7255,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:31:00,MNQ,,1m,25874.75,25911.25,25866.25,25901.75,12902,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:31:00,MNQ,,30s,25902.5,25911.25,25898.75,25901.75,5647,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:31:30,MNQ,,30s,25901.25,25939,25899.75,25935.25,7335,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:32:00,MNQ,,1m,25901.25,25940.25,25899.75,25932.5,11265,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:32:00,MNQ,,30s,25935.5,25940.25,25922.25,25932.5,3930,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:32:30,MNQ,,30s,25933,25965,25926.25,25961.25,6663,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:33:00,MNQ,,1m,25933,25965,25926.25,25954.25,10862,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:33:00,MNQ,,30s,25961.25,25963,25946.5,25954.25,4199,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:33:30,MNQ,,30s,25954.25,25969,25954.25,25968,4454,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:34:00,MNQ,,1m,25954.25,25970.5,25943,25946,8289,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:34:00,MNQ,,30s,25968,25970.5,25943,25946,3835,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:34:30,MNQ,,30s,25946,25962.25,25933.75,25958.25,4813,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:35:00,MNQ,,1m,25946,25964.75,25933.75,25964,7371,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:35:00,MNQ,,30s,25958,25964.75,25955,25964,2558,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:35:30,MNQ,,30s,25964,25974.5,25954.5,25961.75,4451,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:36:00,MNQ,,1m,25964,25974.5,25954.5,25965,7354,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:36:00,MNQ,,30s,25960.75,25970,25957.75,25965,2903,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:36:30,MNQ,,30s,25965,25968.5,25942.75,25950.75,4265,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:37:00,MNQ,,1m,25965,25968.5,25934.5,25937.25,7652,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:37:00,MNQ,,30s,25951.5,25951.5,25934.5,25937.25,3387,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:37:30,MNQ,,30s,25936.75,25948,25922.75,25934,5749,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:38:00,MNQ,,1m,25936.75,25948,25922.75,25931,9200,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:38:00,MNQ,,30s,25933.75,25946.75,25930.5,25931,3451,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:38:30,MNQ,,30s,25930.5,25944.5,25919.5,25942.5,4358,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:39:00,MNQ,,1m,25930.5,25961.5,25919.5,25960.75,8555,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:39:00,MNQ,,30s,25942.75,25961.5,25940.5,25960.75,4197,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:39:30,MNQ,,30s,25960.75,25975,25960.5,25967.5,5127,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:40:00,MNQ,,1m,25960.75,25975,25952.5,25963.5,7716,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:40:00,MNQ,,30s,25967.25,25967.75,25952.5,25963.5,2589,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:40:30,MNQ,,30s,25963.5,25974,25953,25966.25,4039,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:41:00,MNQ,,1m,25963.5,25974,25948.25,25955.25,6662,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:41:00,MNQ,,30s,25967,25967.5,25948.25,25955.25,2623,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:41:30,MNQ,,30s,25955.75,25961.5,25937,25945.75,3452,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:42:00,MNQ,,1m,25955.75,25964.75,25937,25959.75,6492,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:42:00,MNQ,,30s,25945.75,25964.75,25944.25,25959.75,3040,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:42:30,MNQ,,30s,25958.75,25980.5,25957.75,25973,5349,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:43:00,MNQ,,1m,25958.75,25980.5,25957.75,25975.25,7038,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:43:00,MNQ,,30s,25973,25979.25,25970.25,25975.25,1689,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:43:30,MNQ,,30s,25975,26002.75,25973.5,26001.75,6581,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:44:00,MNQ,,1m,25975,26026,25973.5,26020.25,13193,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:44:00,MNQ,,30s,26001.5,26026,25998.5,26020.25,6612,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:44:30,MNQ,,30s,26020.5,26041.5,26017.75,26041.25,5983,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:45:00,MNQ,,1m,26020.5,26058.75,26017.75,26057.25,11072,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:45:00,MNQ,,30s,26041.25,26058.75,26038,26057.25,5089,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:45:30,MNQ,,30s,26057.25,26075.75,26055.5,26057,8710,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:46:00,MNQ,,1m,26057.25,26075.75,26049.75,26052,13895,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:46:00,MNQ,,30s,26056.5,26064.75,26049.75,26052,5185,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:46:30,MNQ,,30s,26051.75,26066,26047.5,26063,4106,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:47:00,MNQ,,1m,26051.75,26066,26045,26046.75,7532,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:47:00,MNQ,,30s,26062.25,26064,26045,26046.75,3426,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:47:30,MNQ,,30s,26047,26073,26047,26069.75,4588,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:48:00,MNQ,,1m,26047,26083.25,26047,26076.25,9469,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:48:00,MNQ,,30s,26069.75,26083.25,26068.75,26076.25,4881,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:48:30,MNQ,,30s,26076.75,26082.25,26062,26070.75,3920,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:49:00,MNQ,,1m,26076.75,26082.25,26049.5,26063.25,7650,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:49:00,MNQ,,30s,26069.5,26070.5,26049.5,26063.25,3730,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:49:30,MNQ,,30s,26063.5,26069.75,26043,26049.5,4012,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:50:00,MNQ,,1m,26063.5,26069.75,26043,26058.75,6621,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:50:00,MNQ,,30s,26050.5,26061.5,26045.75,26058.75,2609,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:50:30,MNQ,,30s,26058.75,26067.25,26054,26065,2577,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:51:00,MNQ,,1m,26058.75,26067.25,26054,26064.5,4405,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:51:00,MNQ,,30s,26065.5,26065.5,26054.25,26064.5,1828,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:51:30,MNQ,,30s,26065.25,26067.5,26055.75,26062.75,1859,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:52:00,MNQ,,1m,26065.25,26076.75,26055.75,26057.75,4723,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:52:00,MNQ,,30s,26063,26076.75,26057,26057.75,2864,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:52:30,MNQ,,30s,26057.5,26068.5,26053.25,26067,2679,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:53:00,MNQ,,1m,26057.5,26073.25,26053.25,26062,4401,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:53:00,MNQ,,30s,26066.5,26073.25,26056.5,26062,1722,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:53:30,MNQ,,30s,26061.75,26065.5,26054.75,26056.25,1686,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:54:00,MNQ,,1m,26061.75,26065.5,26051.25,26065.5,3544,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:54:00,MNQ,,30s,26056.75,26065.5,26051.25,26065.5,1858,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:54:30,MNQ,,30s,26065.5,26068.25,26052,26053.5,2705,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:55:00,MNQ,,1m,26065.5,26068.25,26045.25,26047.25,4679,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:55:00,MNQ,,30s,26053.75,26057.25,26045.25,26047.25,1974,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:55:30,MNQ,,30s,26047.5,26056.5,26038,26043.25,3491,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:56:00,MNQ,,1m,26047.5,26056.5,26034,26036.75,5738,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:56:00,MNQ,,30s,26042.5,26052.5,26034,26036.75,2247,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:56:30,MNQ,,30s,26036.5,26062.25,26036.5,26061,3226,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:57:00,MNQ,,1m,26036.5,26067.5,26036.5,26067,5137,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:57:00,MNQ,,30s,26061,26067.5,26060.5,26067,1911,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:57:30,MNQ,,30s,26067,26072.75,26054.25,26054.5,2525,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:58:00,MNQ,,1m,26067,26072.75,26053,26057.5,3716,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:58:00,MNQ,,30s,26055,26062.5,26053,26057.5,1191,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:58:30,MNQ,,30s,26058.25,26072.25,26057.75,26067.25,2038,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:59:00,MNQ,,1m,26058.25,26072.25,26056.25,26063.75,3384,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:59:00,MNQ,,30s,26067.25,26069,26056.25,26063.75,1346,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 09:59:30,MNQ,,30s,26063,26078,26063,26069.75,1622,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:00:00,MNQ,,1m,26063,26078,26062.5,26067.75,2472,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:00:00,MNQ,,30s,26069.25,26071,26062.5,26067.75,850,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:00:30,MNQ,,30s,26068.25,26111,26067.5,26106.25,7976,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:01:00,MNQ,,1m,26068.25,26111,26067.5,26081.75,11973,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:01:00,MNQ,,30s,26106.25,26110,26080.75,26081.75,3997,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:01:30,MNQ,,30s,26082,26089.75,26077.5,26084.75,2868,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:02:00,MNQ,,1m,26082,26098.5,26077.5,26090.5,4905,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:02:00,MNQ,,30s,26084.5,26098.5,26080.75,26090.5,2037,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:02:30,MNQ,,30s,26090.25,26093,26077.5,26084.75,2730,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:03:00,MNQ,,1m,26090.25,26093,26076,26078.75,4288,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:03:00,MNQ,,30s,26085.25,26085.25,26076,26078.75,1558,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:03:30,MNQ,,30s,26077.75,26087.75,26077.75,26085.75,2028,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:04:00,MNQ,,1m,26077.75,26091,26061,26065.75,5465,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:04:00,MNQ,,30s,26086,26091,26061,26065.75,3437,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:04:30,MNQ,,30s,26065.25,26070.25,26057.25,26067.5,2989,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:05:00,MNQ,,1m,26065.25,26082,26057.25,26077.75,5800,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:05:00,MNQ,,30s,26068,26082,26062.25,26077.75,2811,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:05:30,MNQ,,30s,26078,26078.25,26056.25,26060.25,2989,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:06:00,MNQ,,1m,26078,26078.25,26056.25,26068.25,4922,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:06:00,MNQ,,30s,26060,26069,26056.75,26068.25,1933,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:06:30,MNQ,,30s,26068.5,26072,26053.75,26061,2209,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:07:00,MNQ,,1m,26068.5,26072,26053.75,26061.5,3376,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:07:00,MNQ,,30s,26060.5,26068.75,26058.5,26061.5,1167,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:07:30,MNQ,,30s,26061,26066,26055.75,26058.5,1708,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:08:00,MNQ,,1m,26061,26066,26047.25,26048,4055,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:08:00,MNQ,,30s,26059,26059.75,26047.25,26048,2347,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:08:30,MNQ,,30s,26047.5,26063.75,26042,26063.75,3239,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:09:00,MNQ,,1m,26047.5,26069.75,26042,26066,5298,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:09:00,MNQ,,30s,26063.25,26069.75,26060.75,26066,2059,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:09:30,MNQ,,30s,26066,26069.5,26060.75,26067.5,1426,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:10:00,MNQ,,1m,26066,26075.75,26059.5,26063.5,3558,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:10:00,MNQ,,30s,26068,26075.75,26059.5,26063.5,2132,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:10:30,MNQ,,30s,26065,26068.25,26057,26060.5,1839,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:11:00,MNQ,,1m,26065,26068.25,26052.25,26058.75,3578,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:11:00,MNQ,,30s,26060.75,26065,26052.25,26058.75,1739,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:11:30,MNQ,,30s,26059,26070,26053.75,26062.75,1589,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:12:00,MNQ,,1m,26059,26070,26052.25,26054.25,2890,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:12:00,MNQ,,30s,26063.25,26064,26052.25,26054.25,1301,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:12:30,MNQ,,30s,26054,26056.75,26041.75,26047,3218,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:13:00,MNQ,,1m,26054,26056.75,26040.25,26041,4939,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:13:00,MNQ,,30s,26047.25,26050.25,26040.25,26041,1721,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:13:30,MNQ,,30s,26040.5,26058.25,26039,26056.25,2319,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:14:00,MNQ,,1m,26040.5,26058.25,26039,26046.75,3792,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:14:00,MNQ,,30s,26055.75,26056.25,26042.25,26046.75,1473,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:14:30,MNQ,,30s,26047.25,26050,26040,26047.5,1347,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:15:00,MNQ,,1m,26047.25,26050,26040,26048,2270,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:15:00,MNQ,,30s,26047.25,26049.75,26042.75,26048,923,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-12-19 10:15:30,MNQ,,30s,26048,26050.5,26030,26043.25,2848,,,,,,,,,,,,,,,,GENUINE-PH2-30S
