timestampET,instrument,contract,timeframe,open,high,low,close,volume,bidVolume,askVolume,delta,deltaPercent,parentCandidate,parentEventId,parentDirection,parentAvailableTime,parentEntryTime,parentEntryPrice,parentATR,fvgLow,fvgHigh,structuralInvalidation,parentStillValid,engineVersion
2025-10-03 09:30:00,MNQ,,1m,25896.75,25897.75,25893,25896.25,1105,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:30:00,MNQ,,30s,25895,25897.75,25893.25,25896.25,634,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:30:30,MNQ,,30s,25896.25,25909.75,25894.25,25906,4567,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:31:00,MNQ,,1m,25896.25,25909.75,25883.25,25890.75,9571,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:31:00,MNQ,,30s,25905.5,25906.25,25883.25,25890.75,5004,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:31:30,MNQ,,30s,25891.25,25907.5,25884.25,25906.5,3669,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:32:00,MNQ,,1m,25891.25,25923,25884.25,25921.75,9966,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:32:00,MNQ,,30s,25906.5,25923,25906,25921.75,6297,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:32:30,MNQ,,30s,25922,25927.5,25917.25,25918.25,4239,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:33:00,MNQ,,1m,25922,25927.5,25910,25911.75,6717,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:33:00,MNQ,,30s,25918.25,25919.75,25910,25911.75,2478,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:33:30,MNQ,,30s,25912,25918,25899.5,25900,3591,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:34:00,MNQ,,1m,25912,25918,25896.25,25909.5,6688,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:34:00,MNQ,,30s,25899.5,25911,25896.25,25909.5,3097,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:34:30,MNQ,,30s,25909,25912,25901.25,25901.5,1753,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:35:00,MNQ,,1m,25909,25913,25899.25,25908.5,3724,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:35:00,MNQ,,30s,25902,25913,25899.25,25908.5,1971,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:35:30,MNQ,,30s,25909,25917,25901.25,25910.75,2766,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:36:00,MNQ,,1m,25909,25917,25898.75,25900,4367,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:36:00,MNQ,,30s,25910.25,25912.5,25898.75,25900,1601,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:36:30,MNQ,,30s,25900.5,25911.75,25900.25,25904,1766,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:37:00,MNQ,,1m,25900.5,25911.75,25893.25,25907.25,4665,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:37:00,MNQ,,30s,25904.5,25907.25,25893.25,25907.25,2899,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:37:30,MNQ,,30s,25907.5,25914.75,25904.75,25908,2266,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:38:00,MNQ,,1m,25907.5,25921,25904.75,25914.5,4600,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:38:00,MNQ,,30s,25908.25,25921,25907.75,25914.5,2334,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:38:30,MNQ,,30s,25914,25924.25,25913.25,25918.75,2398,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:39:00,MNQ,,1m,25914,25924.25,25913.25,25921.75,3808,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:39:00,MNQ,,30s,25919.25,25924.25,25916.75,25921.75,1410,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:39:30,MNQ,,30s,25922,25924.75,25913.75,25914.75,1705,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:40:00,MNQ,,1m,25922,25924.75,25912.75,25922.75,3536,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:40:00,MNQ,,30s,25914.75,25924,25912.75,25922.75,1831,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:40:30,MNQ,,30s,25922.5,25925.5,25917.25,25924,1968,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:41:00,MNQ,,1m,25922.5,25930,25917,25921.25,4843,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:41:00,MNQ,,30s,25923.75,25930,25917,25921.25,2875,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:41:30,MNQ,,30s,25921,25923.25,25880.25,25888.25,7391,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:42:00,MNQ,,1m,25921,25923.25,25879.5,25887.75,11924,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:42:00,MNQ,,30s,25888.5,25893.25,25879.5,25887.75,4533,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:42:30,MNQ,,30s,25887.5,25894.75,25885,25889.75,2452,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:43:00,MNQ,,1m,25887.5,25894.75,25877,25886,5618,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:43:00,MNQ,,30s,25890,25890,25877,25886,3166,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:43:30,MNQ,,30s,25886,25896,25884.75,25892.5,1832,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:44:00,MNQ,,1m,25886,25896,25884.75,25892.75,2864,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:44:00,MNQ,,30s,25892.5,25896,25888.5,25892.75,1032,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:44:30,MNQ,,30s,25893.25,25901.25,25892.25,25900.5,1796,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:45:00,MNQ,,1m,25893.25,25901.75,25892.25,25898,2978,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:45:00,MNQ,,30s,25900.25,25901.75,25895.25,25898,1182,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:45:30,MNQ,,30s,25898,25903.75,25893.25,25899.75,2111,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:46:00,MNQ,,1m,25898,25903.75,25893.25,25901.25,2989,,,,,,,,,,,,,,,,GENUINE-PH2-30S
2025-10-03 09:46:00,MNQ,,30s,25900.25,25902.75,25896.25,25901.25,878,,,,,,,,,,,,,,,,GENUINE-PH2-30S
