hypothesis_id,family,direction,stop_atr15,exit,n_trades,n_days,ambiguous,gross_ev_pts,base_ev_pts,stress_ev_pts,base_evR,stress_evR,base_pf,stress_pf,wr_stress,payoff_stress,ci_lo,ci_hi,boot_p,perm_p,bh_q,matched_null_mean,incr_ok,seg_pos_frac,nseg,drop1_ev,trim_top1_ev,prelim_pass,first_fail
F17_c0.25_L20_T120,F17,1,2.0,T120,500,500,0,-0.6344,-1.5044,-1.9394,0.0115,0.0030,0.936,0.918,0.4800,0.995,-7.5466,3.9344,0.51240,1.00000,1.00000,7.2115,True,0.467,15,-2.5478,-4.5150,False,G04_quality
F17_c0.25_L20_T30,F17,1,2.0,T30,500,500,0,0.5213,-0.3487,-0.7837,0.0028,-0.0056,0.971,0.937,0.4980,0.944,-3.8911,2.2691,0.63760,1.00000,1.00000,5.3672,True,0.467,15,-0.2541,-2.1279,False,G04_quality
F17_c0.25_S10_T120,F17,-1,1.0,T120,350,350,0,4.0776,3.2076,2.7726,0.0869,0.0739,1.123,1.105,0.3600,1.965,-5.3792,11.2413,0.51860,1.00000,1.00000,12.5889,False,0.533,15,1.3938,-0.7592,False,G04_quality
F17_c0.25_S10_T30,F17,-1,1.0,T30,350,350,0,0.9810,0.1110,-0.3240,0.0235,0.0105,1.006,0.982,0.4514,1.193,-5.4106,5.0060,0.88500,0.99990,1.00000,7.8358,True,0.467,15,-1.2059,-2.6203,False,G04_quality
F17_c0.25_S20_T120,F17,-1,2.0,T120,350,350,0,1.5958,0.7258,0.2908,0.0201,0.0137,1.022,1.009,0.4486,1.240,-10.1089,10.9767,0.96860,1.00000,1.00000,12.1508,False,0.600,15,-1.6616,-4.1608,False,G04_quality
F17_c0.25_S20_T30,F17,-1,2.0,T30,350,350,0,1.3857,0.5157,0.0807,0.0156,0.0091,1.029,1.004,0.4800,1.088,-5.5997,5.6776,0.99380,1.00000,1.00000,8.3027,False,0.600,15,-0.8000,-2.2121,False,G04_quality
F18_p1.0_L15_CLOSE,F18,1,1.5,CLOSE,472,472,0,-0.4788,-1.3488,-1.7838,-0.0229,-0.0340,0.916,0.891,0.4640,1.029,-5.6604,2.0989,0.35860,0.97780,1.00000,-2.6335,False,0.467,15,-2.1850,-3.1538,False,G04_quality
F18_p1.0_S15_CLOSE,F18,-1,1.5,CLOSE,389,389,0,5.5723,4.7023,4.2673,0.0667,0.0568,1.282,1.253,0.5064,1.221,-0.8837,9.2824,0.10720,0.08869,0.34684,0.0184,True,0.667,15,3.7031,2.7083,False,G04_quality
F18_p1.5_L15_CLOSE,F18,1,1.5,CLOSE,290,290,0,-2.4740,-3.3440,-3.7790,-0.0619,-0.0735,0.805,0.782,0.4414,0.990,-8.6929,1.2240,0.14360,0.99660,1.00000,-4.0215,False,0.500,14,-4.4398,-4.9819,False,G04_quality
F18_p1.5_S15_CLOSE,F18,-1,1.5,CLOSE,236,236,0,5.0902,4.2202,3.7852,0.0718,0.0625,1.237,1.210,0.5085,1.170,-2.8022,10.3944,0.26000,0.33657,0.84292,-0.6475,True,0.714,14,2.8515,2.2390,False,G04_quality
F19_r4_L10_T120,F19,1,1.0,T120,1752,1752,0,0.8542,-0.0158,-0.4508,-0.0368,-0.0512,0.999,0.981,0.3807,1.596,-3.5781,2.6999,0.76200,0.32537,0.84292,1.1779,True,0.333,15,-0.7366,-3.6986,False,G04_quality
F19_r4_L10_T30,F19,1,1.0,T30,1752,1752,0,-0.7992,-1.6692,-2.1042,-0.0564,-0.0708,0.901,0.877,0.4532,1.058,-4.0694,-0.0334,0.04520,0.75302,1.00000,-1.3879,False,0.333,15,-2.2688,-3.7493,False,G04_quality
F19_r4_L20_T120,F19,1,2.0,T120,1752,1752,0,1.2923,0.4223,-0.0127,-0.0238,-0.0310,1.015,1.000,0.4954,1.018,-3.7807,3.7483,0.99060,0.30007,0.80285,2.3655,True,0.333,15,-0.2982,-3.2717,False,G04_quality
F19_r4_L20_T30,F19,1,2.0,T30,1752,1752,0,-0.4884,-1.3584,-1.7934,-0.0247,-0.0319,0.924,0.901,0.5000,0.901,-4.0669,0.4346,0.11740,0.62174,1.00000,-1.3691,False,0.400,15,-1.6098,-3.4508,False,G04_quality
F19_r4_S10_T120,F19,-1,1.0,T120,1786,1786,0,-3.1637,-4.0337,-4.4687,-0.1003,-0.1145,0.842,0.827,0.3236,1.728,-7.5671,-1.3878,0.00420,0.93081,1.00000,0.2063,True,0.267,15,-4.9523,-7.4200,False,G04_quality
F19_r4_S10_T30,F19,-1,1.0,T30,1786,1786,0,-2.4292,-3.2992,-3.7342,-0.0671,-0.0813,0.810,0.788,0.4031,1.166,-5.6445,-1.8070,0.00020,0.98300,1.00000,-1.6574,True,0.200,15,-3.8579,-5.2613,False,G04_quality
F19_r4_S20_T120,F19,-1,2.0,T120,1786,1786,0,-3.9158,-4.7858,-5.2208,-0.0551,-0.0622,0.843,0.831,0.4194,1.150,-8.8624,-1.5551,0.00760,0.92261,1.00000,0.7989,True,0.267,15,-5.7048,-8.2249,False,G04_quality
F19_r4_S20_T30,F19,-1,2.0,T30,1786,1786,0,-3.0850,-3.9550,-4.3900,-0.0394,-0.0465,0.783,0.762,0.4188,1.058,-6.5874,-2.1739,0.00010,0.99670,1.00000,-1.4488,True,0.267,15,-4.1560,-5.9233,False,G04_quality
F19_r6_L10_T120,F19,1,1.0,T120,906,906,0,0.2031,-0.6669,-1.1019,-0.0074,-0.0207,0.974,0.957,0.3962,1.458,-5.4898,3.3731,0.62540,0.00270,0.01906,-4.1062,False,0.467,15,-1.6555,-4.2863,False,G04_quality
F19_r6_L10_T30,F19,1,1.0,T30,906,906,0,-1.2158,-2.0858,-2.5208,-0.0403,-0.0536,0.876,0.853,0.4647,0.982,-5.3610,0.3430,0.08580,0.23368,0.69834,-3.7667,False,0.467,15,-2.8432,-4.3170,False,G04_quality
F19_r6_L20_T120,F19,1,2.0,T120,906,906,0,1.7506,0.8806,0.4456,0.0067,0.0001,1.030,1.015,0.5077,0.984,-4.8091,5.8086,0.87800,0.00010,0.00092,-4.3931,True,0.533,15,-0.1063,-2.7462,False,G04_quality
F19_r6_L20_T30,F19,1,2.0,T30,906,906,0,-1.4427,-2.3127,-2.7477,-0.0199,-0.0266,0.871,0.848,0.4978,0.856,-5.8728,0.3839,0.08080,0.18848,0.63712,-4.2480,False,0.333,15,-2.3936,-4.5462,False,G04_quality
F19_r6_S10_T120,F19,-1,1.0,T120,1100,1100,0,-2.5354,-3.4054,-3.8404,-0.1216,-0.1350,0.863,0.847,0.3255,1.756,-7.6954,0.2835,0.06640,0.00830,0.05039,-6.2479,False,0.333,15,-4.6252,-7.1628,False,G04_quality
F19_r6_S10_T30,F19,-1,1.0,T30,1100,1100,0,-1.9013,-2.7713,-3.2063,-0.0878,-0.1011,0.818,0.793,0.4036,1.172,-5.5837,-0.8010,0.01060,0.34467,0.85278,-4.0554,False,0.333,15,-3.4910,-4.9884,False,G04_quality
F19_r6_S20_T120,F19,-1,2.0,T120,1100,1100,0,-3.7593,-4.6293,-5.0643,-0.0778,-0.0845,0.842,0.829,0.3918,1.287,-9.7007,-0.2970,0.03880,0.00500,0.03428,-7.5028,False,0.267,15,-5.8502,-8.4569,False,G04_quality
F19_r6_S20_T30,F19,-1,2.0,T30,1100,1100,0,-2.1764,-3.0464,-3.4814,-0.0461,-0.0528,0.806,0.782,0.4164,1.096,-5.9010,-1.0503,0.00660,0.33297,0.84292,-4.1868,False,0.267,15,-3.7664,-5.2662,False,G04_quality
